Date,SPINDEX,DIVIDEND,CPI,X10yrgovbondyield,Price_r,Dividend_r
2003.01,895.84,16.12,181.7,4.05,1161.81,20.91
2003.02,837.03,16.17,183.1,3.9,1077.24,20.81
2003.03,846.63,16.22,184.2,3.81,1083.09,20.75
2003.04,890.03,16.2,183.8,3.96,1141.09,20.77
2003.05,935.96,16.19,183.5,3.57,1201.94,20.79
2003.06,988,16.17,183.7,3.33,1267.38,20.74
2003.07,992.54,16.31,183.9,3.98,1271.82,20.9
2003.08,989.53,16.45,184.6,4.45,1263.16,21
2003.09,1019.44,16.59,185.2,4.27,1297.12,21.11
2003.1,1038.73,16.86,185,4.29,1323.09,21.47
2003.11,1049.9,17.12,184.5,4.3,1340.95,21.87
2003.12,1080.64,17.39,184.3,4.27,1381.71,22.23
2004.01,1132.52,17.6,185.2,4.15,1441,22.39
2004.02,1143.36,17.81,186.2,4.08,1446.98,22.54
2004.03,1123.98,18.02,187.4,3.83,1413.35,22.66
2004.04,1133.36,18.21,188,4.35,1420.59,22.83
2004.05,1102.78,18.41,189.1,4.72,1374.22,22.94
2004.06,1132.76,18.6,189.7,4.73,1407.12,23.1
2004.07,1105.85,18.79,189.4,4.5,1375.87,23.37
2004.08,1088.94,18.97,189.5,4.28,1354.11,23.59
2004.09,1117.66,19.16,189.9,4.13,1386.9,23.78
2004.1,1117.21,19.25,190.9,4.1,1379.08,23.77
2004.11,1168.94,19.35,191,4.19,1442.18,23.87
2004.12,1199.21,19.44,190.3,4.23,1484.97,24.07
2005.01,1181.41,19.7,190.7,4.22,1459.86,24.35
2005.02,1199.63,19.97,191.8,4.17,1473.87,24.53
2005.03,1194.9,20.23,193.3,4.5,1456.67,24.66
2005.04,1164.43,20.46,194.6,4.34,1410.04,24.78
2005.05,1178.28,20.7,194.4,4.14,1428.28,25.09
2005.06,1202.25,20.93,194.5,4,1456.58,25.36
2005.07,1222.24,21.11,195.4,4.18,1473.98,25.46
2005.08,1224.27,21.3,196.4,4.26,1468.91,25.55
2005.09,1225.92,21.48,198.8,4.2,1453.13,25.46
2005.1,1191.96,21.73,199.2,4.46,1410.04,25.7
2005.11,1237.37,21.97,197.6,4.54,1475.61,26.2
2005.12,1262.07,22.22,196.8,4.47,1511.19,26.61
2006.01,1278.73,22.41,198.3,4.42,1519.55,26.63
2006.02,1276.65,22.6,198.7,4.57,1514.03,26.8
2006.03,1293.74,22.79,199.8,4.72,1525.85,26.88
2006.04,1302.17,23.01,201.5,4.99,1522.83,26.91
2006.05,1290.01,23.22,202.5,5.11,1501.16,27.02
2006.06,1253.17,23.44,202.9,5.11,1455.42,27.22
2006.07,1260.24,23.66,203.5,5.09,1459.31,27.4
2006.08,1287.15,23.88,203.9,4.88,1487.55,27.6
2006.09,1317.74,24.1,202.9,4.72,1530.41,27.99
2006.1,1363.38,24.36,201.8,4.73,1592.05,28.45
2006.11,1388.64,24.62,201.5,4.6,1623.96,28.79
2006.12,1416.42,24.88,201.8,4.56,1653.98,29.05
2007.01,1424.16,25.08,202.416,4.76,1657.96,29.2
2007.02,1444.8,25.29,203.499,4.72,1673.04,29.28
2007.03,1406.95,25.49,205.352,4.56,1614.51,29.25
2007.04,1463.64,25.72,206.686,4.69,1668.72,29.32
2007.05,1511.14,25.94,207.949,4.75,1712.41,29.4
2007.06,1514.19,26.17,208.352,5.1,1712.55,29.6
2007.07,1520.71,26.44,208.299,5,1720.36,29.91
2007.08,1454.62,26.7,207.917,4.67,1648.62,30.26
2007.09,1497.12,26.97,208.49,4.52,1692.12,30.48
2007.1,1539.66,27.22,208.936,4.53,1736.49,30.7
2007.11,1463.39,27.48,210.177,4.15,1640.72,30.81
2007.12,1479.22,27.73,210.036,4.1,1659.58,31.11
2008.01,1378.76,27.92,211.08,3.74,1539.22,31.17
2008.02,1354.87,28.11,211.693,3.74,1508.17,31.29
2008.03,1316.94,28.3,213.528,3.51,1453.35,31.23
2008.04,1370.47,28.44,214.823,3.68,1503.31,31.19
2008.05,1403.22,28.57,216.632,3.88,1526.38,31.08
2008.06,1341.25,28.71,218.815,4.1,1444.42,30.92
2008.07,1257.33,28.76,219.964,4.01,1346.97,30.81
2008.08,1281.47,28.8,219.086,3.89,1378.33,30.98
2008.09,1216.95,28.85,218.783,3.69,1310.75,31.07
2008.1,968.8,28.7,216.573,3.81,1054.12,31.22
2008.11,883.04,28.54,212.425,3.53,979.57,31.66
2008.12,877.56,28.39,210.228,2.42,983.66,31.82
2009.01,865.58,28.01,211.143,2.52,966.03,31.26
2009.02,805.23,27.63,212.193,2.87,894.23,30.68
2009.03,757.13,27.25,212.709,2.82,838.77,30.19
2009.04,848.15,26.7,213.24,2.93,937.27,29.5
2009.05,902.41,26.14,213.856,3.29,994.36,28.81
2009.06,926.12,25.59,215.693,3.72,1011.79,27.96
2009.07,935.82,25.03,215.351,3.56,1024.01,27.39
2009.08,1009.73,24.46,215.834,3.59,1102.42,26.71
2009.09,1044.55,23.9,215.969,3.4,1139.72,26.08
2009.1,1067.66,23.4,216.177,3.39,1163.81,25.51
2009.11,1088.07,22.91,216.33,3.4,1185.22,24.95
2009.12,1110.38,22.41,215.949,3.59,1211.66,24.45
2010.01,1123.58,22.24,216.687,3.73,1221.89,24.19
2010.02,1089.16,22.08,216.741,3.69,1184.16,24
2010.03,1152.05,21.91,217.631,3.73,1247.41,23.72
2010.04,1197.32,21.95,218.009,3.85,1294.18,23.73
2010.05,1125.06,22,218.178,3.42,1215.14,23.76
2010.06,1083.36,22.04,217.965,3.2,1171.24,23.83
2010.07,1079.8,22.15,218.011,3.01,1167.15,23.94
2010.08,1087.28,22.25,218.312,2.7,1173.61,24.02
2010.09,1122.08,22.36,218.439,2.65,1210.47,24.12
2010.1,1171.58,22.48,218.711,2.54,1262.3,24.22
2010.11,1198.89,22.61,218.803,2.76,1291.18,24.35
2010.12,1241.53,22.73,219.179,3.29,1334.81,24.44
2011.01,1282.62,22.96,220.223,3.39,1372.45,24.57
2011.02,1321.12,23.2,221.309,3.58,1406.71,24.7
2011.03,1304.49,23.43,223.467,3.41,1375.58,24.71
2011.04,1331.51,23.73,224.906,3.46,1395.09,24.87
2011.05,1338.31,24.04,225.964,3.17,1395.65,25.07
2011.06,1287.29,24.34,225.722,3,1343.89,25.41
2011.07,1325.19,24.62,225.922,3,1382.23,25.68
2011.08,1185.31,24.9,226.545,2.3,1232.93,25.9
2011.09,1173.88,25.18,226.889,1.98,1219.19,26.15
2011.1,1207.22,25.6,226.421,2.15,1256.41,26.64
2011.11,1226.42,26.01,226.23,2.01,1277.47,27.1
2011.12,1243.32,26.43,225.672,1.98,1298.27,27.6
2012.01,1300.58,26.74,226.665,1.97,1352.11,27.8
2012.02,1352.49,27.04,227.663,1.97,1399.92,27.99
2012.03,1389.24,27.35,229.392,2.17,1427.12,28.1
2012.04,1386.43,27.67,230.085,2.05,1419.94,28.34
2012.05,1341.27,28,229.815,1.8,1375.3,28.71
2012.06,1323.48,28.32,229.478,1.62,1359.05,29.08
2012.07,1359.78,28.74,229.104,1.53,1398.61,29.56
2012.08,1403.45,29.17,230.379,1.68,1435.54,29.83
2012.09,1443.42,29.59,231.407,1.72,1469.86,30.13
2012.1,1437.82,30.14,231.317,1.75,1464.73,30.71
2012.11,1394.51,30.7,230.221,1.65,1427.37,31.42
2012.12,1422.29,31.25,229.601,1.72,1459.74,32.07
2013.01,1480.4,31.54,230.28,1.91,1514.9,32.27
2013.02,1512.31,31.82,232.166,1.98,1534.98,32.3
2013.03,1550.83,32.11,232.773,1.96,1569.97,32.51
2013.04,1570.7,32.5,232.531,1.76,1591.74,32.93
2013.05,1639.84,32.88,232.945,1.93,1658.85,33.26
2013.06,1618.77,33.27,233.504,2.3,1633.62,33.58
2013.07,1668.68,33.65,233.596,2.58,1683.32,33.94
2013.08,1670.09,34.02,233.877,2.74,1682.72,34.28
2013.09,1687.17,34.4,234.149,2.81,1697.96,34.62
2013.1,1720.03,34.6,233.546,2.62,1735.5,34.91
2013.11,1783.54,34.79,233.069,2.72,1803.26,35.18
2013.12,1807.78,34.99,233.049,2.9,1827.93,35.38
2014.01,1822.36,,233.916,2.86,1835.84,
2014.02,1817.04,,234.781,2.71,1823.73,
2014.03,1866.4,,235.646,,1866.4,
